InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,Generation
Standard_A3,,,4.0,7,,0.24,0.035136,eastus2,V1
Standard_A3,,,4.0,7,,0.24,0.035136,northcentralus,V1
Standard_A3,,,4.0,7,,0.24,0.035136,southcentralus,V1
Standard_A3,,,4.0,7,,0.202,0.029573,westcentralus,V1
Standard_A3,,,4.0,7,,0.24,0.035136,westus,V1
Standard_A3,,,4.0,7,,0.202,0.029573,westus2,V1
Standard_A4,,,8.0,14,,0.48,0.070272,centralus,V1
Standard_A4,,,8.0,14,,0.48,0.070272,eastus,V1
Standard_A4,,,8.0,14,,0.48,0.070272,eastus2,V1
Standard_A4,,,8.0,14,,0.48,0.070272,northcentralus,V1
Standard_A4,,,8.0,14,,0.48,0.070272,southcentralus,V1
Standard_A4,,,8.0,14,,0.405,0.059292,westcentralus,V1
Standard_A4,,,8.0,14,,0.48,0.070272,westus,V1
Standard_A4,,,8.0,14,,0.405,0.059292,westus2,V1
Standard_A4m_v2,,,4.0,32,,0.27,0.028242,centralus,V1
Standard_A4m_v2,,,4.0,32,,0.238,0.095152,eastus,V1
Standard_A4m_v2,,,4.0,32,,0.249,0.089441,eastus2,V1
Standard_A4m_v2,,,4.0,32,,0.27,0.027135,northcentralus,V1
Standard_A4m_v2,,,4.0,32,,0.248,0.044665,southcentralus,V1
Standard_A4m_v2,,,4.0,32,,0.249,0.034163,westcentralus,V1
Standard_A4m_v2,,,4.0,32,,0.297,0.038818,westus,V1
Standard_A4m_v2,,,4.0,32,,0.208,0.033426,westus2,V1
Standard_A4_v2,,,4.0,8,,0.191,0.019979,centralus,V1
Standard_A4_v2,,,4.0,8,,0.191,0.076362,eastus,V1
Standard_A4_v2,,,4.0,8,,0.191,0.068607,eastus2,V1
Standard_A4_v2,,,4.0,8,,0.191,0.019196,northcentralus,V1
Standard_A4_v2,,,4.0,8,,0.191,0.034399,southcentralus,V1
Standard_A4_v2,,,4.0,8,,0.175,0.02401,westcentralus,V1
Standard_A4_v2,,,4.0,8,,0.191,0.024964,westus,V1
Standard_A4_v2,,,4.0,8,,0.159,0.025551,westus2,V1
Standard_A5,,,2.0,14,,0.25,0.0366,centralus,V1
Standard_A5,,,2.0,14,,0.25,0.0366,eastus,V1
Standard_A5,,,2.0,14,,0.22,0.032208,eastus2,V1
Standard_A5,,,2.0,14,,0.25,0.0366,northcentralus,V1
Standard_A5,,,2.0,14,,0.22,0.032208,southcentralus,V1
Standard_A5,,,2.0,14,,0.22,0.032208,westcentralus,V1
Standard_A5,,,2.0,14,,0.25,0.0366,westus,V1
Standard_A5,,,2.0,14,,0.22,0.032208,westus2,V1
Standard_A6,,,4.0,28,,0.5,0.0732,centralus,V1
Standard_A6,,,4.0,28,,0.5,0.0732,eastus,V1
Standard_A6,,,4.0,28,,0.44,0.064416,eastus2,V1
Standard_A6,,,4.0,28,,0.5,0.0732,northcentralus,V1
Standard_A6,,,4.0,28,,0.44,0.064416,southcentralus,V1
Standard_A6,,,4.0,28,,0.44,0.064416,westcentralus,V1
Standard_A6,,,4.0,28,,0.5,0.0732,westus,V1
Standard_A6,,,4.0,28,,0.44,0.064416,westus2,V1
Standard_A7,,,8.0,56,,1.0,0.1464,centralus,V1
Standard_A7,,,8.0,56,,1.0,0.1464,eastus,V1
Standard_A7,,,8.0,56,,0.88,0.128832,eastus2,V1
Standard_A7,,,8.0,56,,1.0,0.1464,northcentralus,V1
Standard_A7,,,8.0,56,,0.88,0.128832,southcentralus,V1
Standard_A7,,,8.0,56,,0.88,0.128832,westcentralus,V1
Standard_A7,,,8.0,56,,1.0,0.1464,westus,V1
Standard_A7,,,8.0,56,,0.88,0.128832,westus2,V1
Standard_A8m_v2,,,8.0,64,,0.568,0.059413,centralus,V1
Standard_A8m_v2,,,8.0,64,,0.475,0.189905,eastus,V1
Standard_A8m_v2,,,8.0,64,,0.524,0.188221,eastus2,V1
Standard_A8m_v2,,,8.0,64,,0.568,0.057084,northcentralus,V1
Standard_A8m_v2,,,8.0,64,,0.495,0.08915,southcentralus,V1
Standard_A8m_v2,,,8.0,64,,0.524,0.071893,westcentralus,V1
Standard_A8m_v2,,,8.0,64,,0.594,0.077636,westus,V1
Standard_A8m_v2,,,8.0,64,,0.437,0.070226,westus2,V1
Standard_A8_v2,,,8.0,16,,0.4,0.04184,centralus,V1
Standard_A8_v2,,,8.0,16,,0.4,0.15992,eastus,V1
Standard_A8_v2,,,8.0,16,,0.4,0.14368,eastus2,V1
Standard_A8_v2,,,8.0,16,,0.4,0.0402,northcentralus,V1
Standard_A8_v2,,,8.0,16,,0.4,0.07204,southcentralus,V1
Standard_A8_v2,,,8.0,16,,0.367,0.050352,westcentralus,V1
Standard_A8_v2,,,8.0,16,,0.4,0.05228,westus,V1
Standard_A8_v2,,,8.0,16,,0.333,0.053513,westus2,V1
Standard_B12ms,,,12.0,48,,0.599,,centralus,"V1,V2"
Standard_B12ms,,,12.0,48,,0.499,,eastus,"V1,V2"
Standard_B12ms,,,12.0,48,,0.499,,eastus2,"V1,V2"
Standard_B12ms,,,12.0,48,,0.499,,northcentralus,"V1,V2"
Standard_B12ms,,,12.0,48,,0.599,,southcentralus,"V1,V2"
Standard_B12ms,,,12.0,48,,0.599,,westcentralus,"V1,V2"
Standard_B12ms,,,12.0,48,,0.595,,westus,"V1,V2"
Standard_B12ms,,,12.0,48,,0.499,,westus2,"V1,V2"
Standard_B16ms,,,16.0,64,,0.799,,centralus,"V1,V2"
Standard_B16ms,,,16.0,64,,0.666,,eastus,"V1,V2"
Standard_B16ms,,,16.0,64,,0.666,,eastus2,"V1,V2"
Standard_B16ms,,,16.0,64,,0.666,,northcentralus,"V1,V2"
Standard_B16ms,,,16.0,64,,0.799,,southcentralus,"V1,V2"
Standard_B16ms,,,16.0,64,,0.799,,westcentralus,"V1,V2"
Standard_B16ms,,,16.0,64,,0.794,,westus,"V1,V2"
Standard_B16ms,,,16.0,64,,0.666,,westus2,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.00624,,centralus,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.0052,,eastus,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.0052,,eastus2,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.0052,,northcentralus,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.00624,,southcentralus,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.00624,,westcentralus,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.0062,,westus,"V1,V2"
Standard_B1ls,,,1.0,0.5,,0.0052,,westus2,"V1,V2"
Standard_B1ms,,,1.0,2,,0.025,,centralus,"V1,V2"
Standard_B1ms,,,1.0,2,,0.0207,,eastus,"V1,V2"
Standard_B1ms,,,1.0,2,,0.0208,,eastus2,"V1,V2"
Standard_B1ms,,,1.0,2,,0.0208,,northcentralus,"V1,V2"
Standard_B1ms,,,1.0,2,,0.025,,southcentralus,"V1,V2"
Standard_B1ms,,,1.0,2,,0.025,,westcentralus,"V1,V2"
Standard_B1ms,,,1.0,2,,0.0248,,westus,"V1,V2"
Standard_B1ms,,,1.0,2,,0.0207,,westus2,"V1,V2"
Standard_B1s,,,1.0,1,,0.0125,,centralus,"V1,V2"
Standard_B1s,,,1.0,1,,0.0104,,eastus,"V1,V2"
Standard_B1s,,,1.0,1,,0.0104,,eastus2,"V1,V2"
Standard_B1s,,,1.0,1,,0.0104,,northcentralus,"V1,V2"
Standard_B1s,,,1.0,1,,0.0125,,southcentralus,"V1,V2"
Standard_B1s,,,1.0,1,,0.0125,,westcentralus,"V1,V2"
Standard_B1s,,,1.0,1,,0.0124,,westus,"V1,V2"
Standard_B1s,,,1.0,1,,0.0104,,westus2,"V1,V2"
Standard_B20ms,,,20.0,80,,0.998,,centralus,"V1,V2"
Standard_B20ms,,,20.0,80,,0.832,,eastus,"V1,V2"
Standard_B20ms,,,20.0,80,,0.832,,eastus2,"V1,V2"
Standard_B20ms,,,20.0,80,,0.832,,northcentralus,"V1,V2"
Standard_B20ms,,,20.0,80,,0.998,,southcentralus,"V1,V2"
Standard_B20ms,,,20.0,80,,0.998,,westcentralus,"V1,V2"
Standard_B20ms,,,20.0,80,,0.992,,westus,"V1,V2"
Standard_B20ms,,,20.0,80,,0.832,,westus2,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0998,,centralus,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0832,,eastus,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0832,,eastus2,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0832,,northcentralus,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0998,,southcentralus,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0998,,westcentralus,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0992,,westus,"V1,V2"
Standard_B2ms,,,2.0,8,,0.0832,,westus2,"V1,V2"
Standard_B2s,,,2.0,4,,0.0499,,centralus,"V1,V2"
Standard_B2s,,,2.0,4,,0.0416,,eastus,"V1,V2"
Standard_B2s,,,2.0,4,,0.0416,,eastus2,"V1,V2"
Standard_B2s,,,2.0,4,,0.0416,,northcentralus,"V1,V2"
Standard_B2s,,,2.0,4,,0.0499,,southcentralus,"V1,V2"
Standard_B2s,,,2.0,4,,0.0499,,westcentralus,"V1,V2"
Standard_B2s,,,2.0,4,,0.0496,,westus,"V1,V2"
Standard_B2s,,,2.0,4,,0.0416,,westus2,"V1,V2"
Standard_B4ms,,,4.0,16,,0.2,,centralus,"V1,V2"
Standard_B4ms,,,4.0,16,,0.166,,eastus,"V1,V2"
Standard_B4ms,,,4.0,16,,0.166,,eastus2,"V1,V2"
Standard_B4ms,,,4.0,16,,0.166,,northcentralus,"V1,V2"
Standard_B4ms,,,4.0,16,,0.2,,southcentralus,"V1,V2"
Standard_B4ms,,,4.0,16,,0.2,,westcentralus,"V1,V2"
Standard_B4ms,,,4.0,16,,0.198,,westus,"V1,V2"
Standard_B4ms,,,4.0,16,,0.166,,westus2,"V1,V2"
Standard_B8ms,,,8.0,32,,0.399,,centralus,"V1,V2"
Standard_B8ms,,,8.0,32,,0.333,,eastus,"V1,V2"
Standard_B8ms,,,8.0,32,,0.333,,eastus2,"V1,V2"
Standard_B8ms,,,8.0,32,,0.333,,northcentralus,"V1,V2"
Standard_B8ms,,,8.0,32,,0.399,,southcentralus,"V1,V2"
Standard_B8ms,,,8.0,32,,0.399,,westcentralus,"V1,V2"
Standard_B8ms,,,8.0,32,,0.397,,westus,"V1,V2"
Standard_B8ms,,,8.0,32,,0.333,,westus2,"V1,V2"
Standard_D1,,,1.0,3.5,,0.077,0.0077,centralus,V1
Standard_D1,,,1.0,3.5,,0.077,0.0077,eastus,V1
Standard_D1,,,1.0,3.5,,0.067,0.0067,eastus2,V1
Standard_D1,,,1.0,3.5,,0.077,0.0077,northcentralus,V1
Standard_D1,,,1.0,3.5,,0.067,0.0067,southcentralus,V1
Standard_D1,,,1.0,3.5,,0.077,0.0077,westus,V1
Standard_D11,,,2.0,14,,0.193,0.0193,centralus,V1
Standard_D11,,,2.0,14,,0.193,0.0193,eastus,V1
Standard_D11,,,2.0,14,,0.173,0.0173,eastus2,V1
Standard_D11,,,2.0,14,,0.193,0.0193,northcentralus,V1
Standard_D11,,,2.0,14,,0.173,0.0173,southcentralus,V1
Standard_D11,,,2.0,14,,0.193,0.0193,westus,V1
Standard_D11_v2,,,2.0,14,,0.185,0.019592,centralus,V1
Standard_D11_v2,,,2.0,14,,0.185,0.073963,eastus,V1
Standard_D11_v2,,,2.0,14,,0.149,0.0596,eastus2,V1
Standard_D11_v2,,,2.0,14,,0.185,0.018611,northcentralus,V1
Standard_D11_v2,,,2.0,14,,0.166,0.030395,southcentralus,V1
Standard_D11_v2,,,2.0,14,,0.166,0.023157,westcentralus,V1
Standard_D11_v2,,,2.0,14,,0.185,0.025382,westus,V1
Standard_D11_v2,,,2.0,14,,0.149,0.030903,westus2,V1
Standard_D11_v2_Promo,,,2.0,14,,0.037,,centralus,V1
Standard_D11_v2_Promo,,,2.0,14,,0.037,,eastus,V1
Standard_D11_v2_Promo,,,2.0,14,,0.0299,,eastus2,V1
Standard_D11_v2_Promo,,,2.0,14,,0.037,,northcentralus,V1
Standard_D11_v2_Promo,,,2.0,14,,0.033,,southcentralus,V1
Standard_D11_v2_Promo,,,2.0,14,,0.033,,westcentralus,V1
Standard_D11_v2_Promo,,,2.0,14,,0.037,,westus,V1
Standard_D11_v2_Promo,,,2.0,14,,0.0299,,westus2,V1
Standard_D12,,,4.0,28,,0.386,0.0386,centralus,V1
Standard_D12,,,4.0,28,,0.386,0.0386,eastus,V1
Standard_D12,,,4.0,28,,0.347,0.0347,eastus2,V1
Standard_D12,,,4.0,28,,0.386,0.0386,northcentralus,V1
Standard_D12,,,4.0,28,,0.347,0.0347,southcentralus,V1
Standard_D12,,,4.0,28,,0.386,0.0386,westus,V1
Standard_D12_v2,,,4.0,28,,0.371,0.039289,centralus,V1
Standard_D12_v2,,,4.0,28,,0.371,0.148326,eastus,V1
Standard_D12_v2,,,4.0,28,,0.299,0.1196,eastus2,V1
Standard_D12_v2,,,4.0,28,,0.37,0.037222,northcentralus,V1
Standard_D12_v2,,,4.0,28,,0.332,0.060789,southcentralus,V1
Standard_D12_v2,,,4.0,28,,0.332,0.046314,westcentralus,V1
Standard_D12_v2,,,4.0,28,,0.37,0.050764,westus,V1
Standard_D12_v2,,,4.0,28,,0.299,0.062013,westus2,V1
Standard_D12_v2_Promo,,,4.0,28,,0.074,,centralus,V1
Standard_D12_v2_Promo,,,4.0,28,,0.074,,eastus,V1
Standard_D12_v2_Promo,,,4.0,28,,0.0598,,eastus2,V1
Standard_D12_v2_Promo,,,4.0,28,,0.074,,northcentralus,V1
Standard_D12_v2_Promo,,,4.0,28,,0.0665,,southcentralus,V1
Standard_D12_v2_Promo,,,4.0,28,,0.0665,,westcentralus,V1
Standard_D12_v2_Promo,,,4.0,28,,0.074,,westus,V1
Standard_D12_v2_Promo,,,4.0,28,,0.0598,,westus2,V1
Standard_D13,,,8.0,56,,0.771,0.0771,centralus,V1
Standard_D13,,,8.0,56,,0.771,0.0771,eastus,V1
Standard_D13,,,8.0,56,,0.694,0.0694,eastus2,V1
Standard_D13,,,8.0,56,,0.771,0.0771,northcentralus,V1
Standard_D13,,,8.0,56,,0.694,0.0694,southcentralus,V1
Standard_D13,,,8.0,56,,0.771,0.0771,westus,V1
Standard_D13_v2,,,8.0,56,,0.741,0.078472,centralus,V1
Standard_D13_v2,,,8.0,56,,0.741,0.296252,eastus,V1
Standard_D13_v2,,,8.0,56,,0.598,0.2392,eastus2,V1
Standard_D13_v2,,,8.0,56,,0.741,0.074545,northcentralus,V1
Standard_D13_v2,,,8.0,56,,0.665,0.121762,southcentralus,V1
Standard_D13_v2,,,8.0,56,,0.665,0.092768,westcentralus,V1
Standard_D13_v2,,,8.0,56,,0.741,0.101665,westus,V1
Standard_D13_v2,,,8.0,56,,0.598,0.124025,westus2,V1
Standard_D13_v2_Promo,,,8.0,56,,0.148,,centralus,V1
Standard_D13_v2_Promo,,,8.0,56,,0.148,,eastus,V1
Standard_D13_v2_Promo,,,8.0,56,,0.12,,eastus2,V1
Standard_D13_v2_Promo,,,8.0,56,,0.148,,northcentralus,V1
Standard_D13_v2_Promo,,,8.0,56,,0.133,,southcentralus,V1
Standard_D13_v2_Promo,,,8.0,56,,0.133,,westcentralus,V1
Standard_D13_v2_Promo,,,8.0,56,,0.148,,westus,V1
Standard_D13_v2_Promo,,,8.0,56,,0.12,,westus2,V1
Standard_D14,,,16.0,112,,1.542,0.1542,centralus,V1
Standard_D14,,,16.0,112,,1.542,0.1542,eastus,V1
Standard_D14,,,16.0,112,,1.387,0.1387,eastus2,V1
Standard_D14,,,16.0,112,,1.542,0.1542,northcentralus,V1
Standard_D14,,,16.0,112,,1.387,0.1387,southcentralus,V1
Standard_D14,,,16.0,112,,1.542,0.1542,westus,V1
Standard_D14_v2,,,16.0,112,,1.482,0.156944,centralus,V1
Standard_D14_v2,,,16.0,112,,1.482,0.592504,eastus,V1
Standard_D14_v2,,,16.0,112,,1.196,0.4784,eastus2,V1
Standard_D14_v2,,,16.0,112,,1.482,0.149089,northcentralus,V1
Standard_D14_v2,,,16.0,112,,1.33,0.243523,southcentralus,V1
Standard_D14_v2,,,16.0,112,,1.33,0.185535,westcentralus,V1
Standard_D14_v2,,,16.0,112,,1.482,0.20333,westus,V1
Standard_D14_v2,,,16.0,112,,1.196,0.24805,westus2,V1
Standard_D14_v2_Promo,,,16.0,112,,0.296,,centralus,V1
Standard_D14_v2_Promo,,,16.0,112,,0.296,,eastus,V1
Standard_D14_v2_Promo,,,16.0,112,,0.239,,eastus2,V1
Standard_D14_v2_Promo,,,16.0,112,,0.296,,northcentralus,V1
Standard_D14_v2_Promo,,,16.0,112,,0.266,,southcentralus,V1
Standard_D14_v2_Promo,,,16.0,112,,0.266,,westcentralus,V1
Standard_D14_v2_Promo,,,16.0,112,,0.296,,westus,V1
Standard_D14_v2_Promo,,,16.0,112,,0.239,,westus2,V1
Standard_D15_v2,,,20.0,140,,1.853,0.196233,centralus,V1
Standard_D15_v2,,,20.0,140,,1.853,0.740829,eastus,V1
Standard_D15_v2,,,20.0,140,,1.495,0.598,eastus2,V1
Standard_D15_v2,,,20.0,140,,1.852,0.186311,northcentralus,V1
Standard_D15_v2,,,20.0,140,,1.662,0.304312,southcentralus,V1
Standard_D15_v2,,,20.0,140,,1.662,0.231849,westcentralus,V1
Standard_D15_v2,,,20.0,140,,1.852,0.254094,westus,V1
Standard_D15_v2,,,20.0,140,,1.495,0.310063,westus2,V1
Standard_D16ads_v5,,,16.0,64,,0.931,0.096638,centralus,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.824,0.089651,eastus,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.824,0.090722,eastus2,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.824,0.091794,northcentralus,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.989,0.102658,southcentralus,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.989,0.0989,westcentralus,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.976,0.101309,westus,"V1,V2"
Standard_D16ads_v5,,,16.0,64,,0.824,0.089322,westus2,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.868,0.0868,centralus,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.768,0.0768,eastus,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.768,0.0768,eastus2,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.768,0.0768,northcentralus,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.922,0.0922,southcentralus,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.922,0.0922,westcentralus,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.896,0.0896,westus,"V1,V2"
Standard_D16as_v4,,,16.0,64,,0.768,0.0768,westus2,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.777,0.080653,centralus,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.688,0.074854,eastus,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.688,0.075749,eastus2,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.688,0.076643,northcentralus,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.826,0.085739,southcentralus,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.826,0.0826,westcentralus,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.808,0.094374,westus,"V1,V2"
Standard_D16as_v5,,,16.0,64,,0.688,0.074579,westus2,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.868,0.0868,centralus,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.768,0.0768,eastus,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.768,0.0768,eastus2,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.768,0.0768,northcentralus,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.922,0.0922,southcentralus,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.922,0.0922,westcentralus,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.896,0.0896,westus,"V1,V2"
Standard_D16a_v4,,,16.0,64,,0.768,0.0768,westus2,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,1.022,0.107412,centralus,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,0.904,0.361419,eastus,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,0.904,0.3616,eastus2,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,0.904,0.091666,northcentralus,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,1.175,0.21855,southcentralus,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,1.085,0.13812,westcentralus,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,1.064,0.125126,westus,"V1,V2"
Standard_D16ds_v4,,,16.0,64,,0.904,0.134696,westus2,"V1,V2"
Standard_D16ds_v5,,,16.0,64,,1.022,0.176193,centralus,"V1,V2"
Standard_D16ds_v5,,,16.0,64,,0.904,0.36151,eastus,"V1,V2"
Standard_D16ds_v5,,,16.0,64,,0.904,0.36151,eastus2,"V1,V2"
Standard_D16ds_v5,,,16.0,64,,0.904,0.103237,northcentralus,"V1,V2"
